US1ORMT0033,20110201,PRCP,0,,,N,
US1ORMT0033,20110202,PRCP,0,,,N,
US1ORMT0033,20110203,PRCP,0,,,N,
US1ORMT0033,20110204,PRCP,0,T,,N,
US1ORMT0033,20110205,PRCP,3,,,N,
US1ORMT0033,20110206,PRCP,0,T,,N,
US1ORMT0033,20110207,PRCP,36,,,N,
US1ORMT0033,20110208,PRCP,10,,,N,
US1ORMT0033,20110209,PRCP,3,,,N,
US1ORMT0033,20110210,PRCP,0,,,N,
US1ORMT0033,20110211,PRCP,0,,,N,
US1ORMT0033,20110212,PRCP,0,,,N,
US1ORMT0033,20110213,PRCP,150,,,N,
US1ORMT0033,20110214,PRCP,28,,,N,
US1ORMT0033,20110215,PRCP,173,,,N,
US1ORMT0033,20110216,PRCP,122,,,N,
US1ORMT0033,20110217,PRCP,76,,,N,
US1ORMT0033,20110218,PRCP,3,,,N,
US1ORMT0033,20110219,PRCP,41,,,N,
US1ORMT0033,20110220,PRCP,0,,,N,
US1ORMT0033,20110221,PRCP,8,,,N,
US1ORMT0033,20110222,PRCP,30,,,N,
US1ORMT0033,20110223,PRCP,0,,,N,
US1ORMT0033,20110224,PRCP,38,,,N,
US1ORMT0033,20110225,PRCP,13,,,N,
US1ORMT0033,20110226,PRCP,0,,,N,
US1ORMT0033,20110227,PRCP,0,,,N,
US1ORMT0033,20110228,PRCP,178,,,N,
US1ORMT0033,20110301,PRCP,452,,,N,
US1ORMT0033,20110302,PRCP,107,,,N,
US1ORMT0033,20110303,PRCP,33,,,N,
US1ORMT0033,20110304,PRCP,56,,,N,
US1ORMT0033,20110305,PRCP,107,,,N,
US1ORMT0033,20110306,PRCP,15,,,N,
US1ORMT0033,20110307,PRCP,0,T,,N,
US1ORMT0033,20110308,PRCP,33,,,N,
US1ORMT0033,20110309,PRCP,25,,,N,
US1ORMT0033,20110310,PRCP,305,,,N,
US1ORMT0033,20110311,PRCP,33,,,N,
US1ORMT0033,20110312,PRCP,0,T,,N,
US1ORMT0033,20110313,PRCP,71,,,N,
US1ORMT0033,20110314,PRCP,157,,,N,
US1ORMT0033,20110315,PRCP,38,,,N,
US1ORMT0033,20110316,PRCP,251,,,N,
US1ORMT0033,20110317,PRCP,102,,,N,
US1ORMT0033,20110318,PRCP,74,,,N,
US1ORMT0033,20110319,PRCP,64,,,N,
US1ORMT0033,20110320,PRCP,5,,,N,
US1ORMT0033,20110321,PRCP,8,,,N,
US1ORMT0033,20110322,PRCP,30,,,N,
US1ORMT0033,20110323,PRCP,10,,,N,
US1ORMT0033,20110324,PRCP,66,,,N,
US1ORMT0033,20110325,PRCP,64,,,N,
US1ORMT0033,20110326,PRCP,79,,,N,
US1ORMT0033,20110327,PRCP,15,,,N,
US1ORMT0033,20110328,PRCP,36,,,N,
US1ORMT0033,20110329,PRCP,46,,,N,
US1ORMT0033,20110330,PRCP,119,,,N,
US1ORMT0033,20110331,PRCP,3,,,N,
US1ORMT0033,20110401,PRCP,3,,,N,
US1ORMT0033,20110402,PRCP,76,,,N,
US1ORMT0033,20110403,PRCP,5,,,N,
US1ORMT0033,20110404,PRCP,0,T,,N,
US1ORMT0033,20110405,PRCP,208,,,N,
US1ORMT0033,20110406,PRCP,38,,,N,
US1ORMT0033,20110407,PRCP,56,,,N,
US1ORMT0033,20110408,PRCP,0,,,N,
US1ORMT0033,20110409,PRCP,0,,,N,
US1ORMT0033,20110410,PRCP,48,,,N,
US1ORMT0033,20110411,PRCP,61,,,N,
US1ORMT0033,20110412,PRCP,8,,,N,
US1ORMT0033,20110413,PRCP,15,,,N,
US1ORMT0033,20110414,PRCP,94,,,N,
US1ORMT0033,20110415,PRCP,259,,,N,
US1ORMT0033,20110416,PRCP,188,,,N,
US1ORMT0033,20110417,PRCP,0,,,N,
US1ORMT0033,20110418,PRCP,0,,,N,
US1ORMT0033,20110419,PRCP,8,,,N,
US1ORMT0033,20110420,PRCP,0,,,N,
US1ORMT0033,20110421,PRCP,0,T,,N,
US1ORMT0033,20110422,PRCP,33,,,N,
US1ORMT0033,20110423,PRCP,0,,,N,
US1ORMT0033,20110424,PRCP,33,,,N,
US1ORMT0033,20110425,PRCP,112,,,N,
US1ORMT0033,20110426,PRCP,142,,,N,
US1ORMT0033,20110427,PRCP,0,T,,N,
US1ORMT0033,20110428,PRCP,36,,,N,
US1ORMT0033,20110429,PRCP,74,,,N,
US1ORMT0033,20110430,PRCP,0,,,N,
US1ORMT0033,20110501,PRCP,0,,,N,
US1ORMT0033,20110502,PRCP,0,,,N,
US1ORMT0033,20110503,PRCP,5,,,N,
US1ORMT0033,20110504,PRCP,8,,,N,
US1ORMT0033,20110505,PRCP,5,,,N,
US1ORMT0033,20110506,PRCP,13,,,N,
US1ORMT0033,20110507,PRCP,56,,,N,
US1ORMT0033,20110508,PRCP,71,,,N,
US1ORMT0033,20110509,PRCP,0,,,N,
US1ORMT0033,20110510,PRCP,0,T,,N,
US1ORMT0033,20110511,PRCP,0,,,N,
US1ORMT0033,20110512,PRCP,61,,,N,
US1ORMT0033,20110513,PRCP,0,,,N,
US1ORMT0033,20110514,PRCP,0,,,N,
US1ORMT0033,20110515,PRCP,142,,,N,
US1ORMT0033,20110516,PRCP,64,,,N,
US1ORMT0033,20110517,PRCP,0,T,,N,
US1ORMT0033,20110518,PRCP,0,T,,N,
US1ORMT0033,20110519,PRCP,0,,,N,
US1ORMT0033,20110520,PRCP,0,,,N,
US1ORMT0033,20110521,PRCP,5,,,N,
US1ORMT0033,20110522,PRCP,0,,,N,
US1ORMT0033,20110523,PRCP,15,,,N,
US1ORMT0033,20110524,PRCP,10,,,N,
US1ORMT0033,20110525,PRCP,5,,,N,
US1ORMT0033,20110526,PRCP,53,,,N,
US1ORMT0033,20110527,PRCP,112,,,N,
US1ORMT0033,20110528,PRCP,132,,,N,
US1ORMT0033,20110529,PRCP,23,,,N,
US1ORMT0033,20110530,PRCP,5,,,N,
US1ORMT0033,20110531,PRCP,3,,,N,
US1ORMT0033,20110601,PRCP,53,,,N,
US1ORMT0033,20110602,PRCP,66,,,N,
US1ORMT0033,20110603,PRCP,18,,,N,
US1ORMT0033,20110604,PRCP,28,,,N,
US1ORMT0033,20110605,PRCP,0,,,N,
US1ORMT0033,20110606,PRCP,0,,,N,
US1ORMT0033,20110607,PRCP,0,T,,N,
US1ORMT0033,20110608,PRCP,0,,,N,
US1ORMT0033,20110609,PRCP,0,T,,N,
US1ORMT0033,20110610,PRCP,0,,,N,
US1ORMT0033,20110611,PRCP,0,T,,N,
US1ORMT0033,20110612,PRCP,0,,,N,
US1ORMT0033,20110613,PRCP,15,,,N,
US1ORMT0033,20110614,PRCP,0,T,,N,
US1ORMT0033,20110615,PRCP,3,,,N,
US1ORMT0033,20110616,PRCP,20,,,N,
US1ORMT0033,20110617,PRCP,0,,,N,
US1ORMT0033,20110618,PRCP,0,,,N,
US1ORMT0033,20110619,PRCP,56,,,N,
US1ORMT0033,20110620,PRCP,0,T,,N,
US1ORMT0033,20110621,PRCP,0,,,N,
US1ORMT0033,20110622,PRCP,0,,,N,
US1ORMT0033,20110623,PRCP,0,,,N,
US1ORMT0033,20110624,PRCP,0,,,N,
US1ORMT0033,20110625,PRCP,0,,,N,
US1ORMT0033,20110626,PRCP,0,,,N,
US1ORMT0033,20110627,PRCP,0,,,N,
US1ORMT0033,20110628,PRCP,20,,,N,
US1ORMT0033,20110629,PRCP,30,,,N,
US1ORMT0033,20110630,PRCP,0,T,,N,
US1ORMT0033,20110701,PRCP,0,T,,N,
US1ORMT0033,20110702,PRCP,0,,,N,
US1ORMT0033,20110703,PRCP,0,,,N,
US1ORMT0033,20110704,PRCP,0,,,N,
US1ORMT0033,20110705,PRCP,0,,,N,
US1ORMT0033,20110706,PRCP,0,,,N,
US1ORMT0033,20110707,PRCP,0,,,N,
US1ORMT0033,20110708,PRCP,0,T,,N,
US1ORMT0033,20110709,PRCP,0,,,N,
US1ORMT0033,20110710,PRCP,0,,,N,
US1ORMT0033,20110711,PRCP,0,,,N,
